order_long,order_short,week,position,song,artist
14290,1155,6/5/04,22,Everytime,Britney Spears
14293,1156,6/5/04,25,Leave (Get Out),JoJo
14300,1157,6/5/04,32,Culo,Pitbull
14303,1158,6/5/04,35,Whiskey Girl,Toby Keith
14307,1159,6/5/04,39,Amazing,George Michael
14338,1160,6/12/04,30,Talk About Our Love,Brandy
14342,1161,6/12/04,34,Welcome Back,Mase
14344,1162,6/12/04,36,99 Problems,Jay-Z
14345,1163,6/12/04,37,If You Ever Stop Loving Me,Montgomery Gentry
14376,1164,6/19/04,28,Turn Me On,Kevin Lyttle
14380,1165,6/19/04,32,Dip It Low,Christina Milian
14384,1166,6/19/04,36,I Meant To,Brad Cotter
14385,1167,6/19/04,37,Ocean Avenue,Yellowcard
14387,1168,6/19/04,39,The Outsider,A Perfect Circle
14388,1169,6/19/04,40,U Should've Known Better,Monica
14419,1170,6/26/04,31,Let's Be Us Again,Lonestar
14425,1171,6/26/04,37,Scandalous,Mis-teeq
14426,1172,6/26/04,38,That's All Right,Elvis Presley
14428,1173,6/26/04,40,Diary,Alicia Keys
14448,1174,7/3/04,20,Lean Back,Terror Squad
14466,1175,7/3/04,38,Sunshine,Lil' Flip
14468,1176,7/3/04,40,I Believe,Fantasia Barrino
14500,1177,7/10/04,32,So Sexy,Twista
14505,1178,7/10/04,37,Whats Happnin!,Ying Yang Twins
14507,1179,7/10/04,39,I Go Back,Kenny Chesney
14531,1180,7/17/04,23,Dreams,Diana Degarmo
14533,1181,7/17/04,25,Pieces Of Me,Ashlee Simpson
14540,1182,7/17/04,32,Goodies,Ciara
14544,1183,7/17/04,36,You're The Only One,Maria Mena
14548,1184,7/17/04,40,Loco,David Lee Murphy
14565,1185,7/24/04,17,I Like That,Houston
14582,1186,7/24/04,34,How Come,D12
14583,1187,7/24/04,35,Thief's Theme,Nas
14588,1188,7/24/04,40,Somebody,Reba McEntire
14615,1189,7/31/04,27,My Place,Nelly
14618,1190,7/31/04,30,Why?,Jadakiss
14624,1191,7/31/04,36,She Will Be Loved,Maroon 5
14625,1192,7/31/04,37,Whiskey Lullaby,Brad Paisley
14627,1193,7/31/04,39,First Of The Gang To Die,Morrissey
14658,1194,8/7/04,30,Locked Up,Akon
14664,1195,8/7/04,36,Let Me In,Young Buck
14667,1196,8/7/04,39,My Happy Ending,Avril Lavigne
14694,1197,8/14/04,26,Breaking The Habit,Linkin Park
14703,1198,8/14/04,35,Accidentally In Love,Counting Crows
14705,1199,8/14/04,37,Let's Get It Started,Black Eyed Peas
14707,1200,8/14/04,39,One Thing,Finger Eleven
14781,1201,8/28/04,33,Let's Get Away,T.I.
14784,1202,8/28/04,36,Days Go By,Keith Urban
14787,1203,8/28/04,39,On The Way Down,Ryan Cabrera
14825,1204,9/4/04,37,Girls Lie Too,Terri Clark
14851,1205,9/11/04,23,My Boo,Usher
14863,1206,9/11/04,35,No Problem,Lil Scrappy
14866,1207,9/11/04,38,"Breathe, Stretch, Shake",Mase
14902,1208,9/18/04,34,Suds In The Bucket,Sara Evans
14905,1209,9/18/04,37,Here For The Party,Gretchen Wilson
14908,1210,9/18/04,40,Breakaway,Kelly Clarkson
14934,1211,9/25/04,26,Lose My Breath,Destiny's Child
14939,1212,9/25/04,31,American Idiot,Green Day
14941,1213,9/25/04,33,Broken,Seether
14943,1214,9/25/04,35,Charlene,Anthony Hamilton
14945,1215,9/25/04,37,Nolia Clap,Juvenile
14946,1216,9/25/04,38,Everything To Me,Brooke Hogan
14980,1217,10/2/04,32,Oye Mi Canto,N.O.R.E.
14984,1218,10/2/04,36,Let's Go,Trick Daddy
14987,1219,10/2/04,39,1985,Bowling For Soup
15000,1220,10/9/04,12,Just Lose It,Eminem
15020,1221,10/9/04,32,Drop It Like It's Hot,Snoop Dogg
15026,1222,10/9/04,38,Vertigo,U2
15063,1223,10/16/04,35,(Reach Up For The) Sunrise,Duran Duran
15065,1224,10/16/04,37,Hush,Ll Cool J
15066,1225,10/16/04,38,Don't Cry Out Loud,Diana Degarmo
15067,1226,10/16/04,39,Go Dj,Lil Wayne
15068,1227,10/16/04,40,Nasty Girl,Nitty
15080,1228,10/23/04,12,Over And Over,Nelly
15102,1229,10/23/04,34,Balla Baby,Chingy
15104,1230,10/23/04,36,Breathe,Fabolous
15108,1231,10/23/04,40,"Sex, Love &amp; Money",Mos Def
15138,1232,10/30/04,30,Wonderful,"Ja Rule, R. Kelly"
15145,1233,10/30/04,37,Dare You To Move,Switchfoot
15147,1234,10/30/04,39,Mr. Mom,Lonestar
15177,1235,11/6/04,29,Shorty Wanna Ride,Young Buck
15181,1236,11/6/04,33,In A Real Love,Phil Vassar
15182,1237,11/6/04,34,"1, 2 Step",Ciara
15183,1238,11/6/04,35,Alt. End,Cure
15185,1239,11/6/04,37,Take It Easy: Love Nothing,Bright Eyes
15186,1240,11/6/04,38,Used To Love U,John Legend
15187,1241,11/6/04,39,Baby It's You,JoJo
15188,1242,11/6/04,40,Let Me Love You,Mario
15216,1243,11/13/04,28,I Don't Want To Be,Gavin DeGraw
15220,1244,11/13/04,32,Big Chips,R. Kelly
15223,1245,11/13/04,35,Nothing On But The Radio,Gary Allan
15225,1246,11/13/04,37,That's What It's All About,Brooks
15227,1247,11/13/04,39,The Woman With You,Kenny Chesney
15228,1248,11/13/04,40,Restless,Alison Krauss
15256,1249,11/20/04,28,Bridging The Gap,Nas
15258,1250,11/20/04,30,What U Gon' Do,Lil Jon
15264,1251,11/20/04,36,Tempted To Touch,Rupee
15265,1252,11/20/04,37,Back When,Tim McGraw
15268,1253,11/20/04,40,Some Beach,Blake Shelton
15299,1254,11/27/04,31,Lovers And Friends,Lil Jon
15304,1255,11/27/04,36,Soldier,Destiny's Child
15307,1256,11/27/04,39,Bumper Of My Suv,Chely Wright
15308,1257,11/27/04,40,Numb/Encore,Jay-Z
15341,1258,12/4/04,33,Welcome To My Life,Simple Plan
15344,1259,12/4/04,36,"Christmas Past, Present And Future",Ashlee Simpson
15346,1260,12/4/04,38,U Make Me Wanna,Jadakiss
15347,1261,12/4/04,39,Here's Your Sign Christmas,Bill Engvall
15348,1262,12/4/04,40,Only U,Ashanti
15373,1263,12/11/04,25,Get Back,Ludacris
15376,1264,12/11/04,28,Gotta Go Solo,Patti Labelle
15381,1265,12/11/04,33,How We Do,Game
15384,1266,12/11/04,36,Encore,Eminem
15386,1267,12/11/04,38,Lua,Bright Eyes
15387,1268,12/11/04,39,New York,Ja Rule
15413,1269,12/18/04,25,Disco Inferno,50 Cent
15420,1270,12/18/04,32,Jessie's Girl,Frickin'a
15423,1271,12/18/04,35,Boulevard Of Broken Dreams,Green Day
15424,1272,12/18/04,36,Bring Em Out,T.I.
15449,1273,12/25/04,21,Karma,Lloyd Banks
15456,1274,12/25/04,28,Daughters,John Mayer
15459,1275,12/25/04,31,TRUE,Ryan Cabrera
15462,1276,12/25/04,34,Beautiful Soul,Jesse McCartney
15500,1277,1/1/05,32,Since U Been Gone,Kelly Clarkson
15508,1278,1/1/05,40,Karma,Alicia Keys
15540,1279,1/8/05,32,"Awful, Beautiful Life",Darryl Worley
15545,1280,1/8/05,37,When I Think About Cheatin',Gretchen Wilson
15614,1281,1/22/05,26,I Changed My Mind,Keyshia Cole
15615,1282,1/22/05,27,For My Good,Lashun Pace
15616,1283,1/22/05,28,Sweet Home Alabama,Bama
15619,1284,1/22/05,31,Gasolina,Daddy Yankee
15622,1285,1/22/05,34,You're My Better Half,Keith Urban
15624,1286,1/22/05,36,Caught Up,Usher
15627,1287,1/22/05,39,Lady,Lenny Kravitz
15628,1288,1/22/05,40,Rich Girl,Gwen Stefani
15650,1289,1/29/05,22,Mockingbird,Eminem
15660,1290,1/29/05,32,Get Right,Jennifer Lopez
15661,1291,1/29/05,33,Mr Brightside,Killers
15664,1292,1/29/05,36,Hope,Faith Evans
15668,1293,1/29/05,40,Baby,Fabolous
15700,1294,2/5/05,32,Some Cut,Trillville
15706,1295,2/5/05,38,Sunday Morning,Maroon 5
15708,1296,2/5/05,40,Truth Is,Fantasia Barrino
15728,1297,2/12/05,20,It's Like That,Mariah Carey
15734,1298,2/12/05,26,Candy Shop,50 Cent
15740,1299,2/12/05,32,Give A Little Bit,Goo Goo Dolls
15742,1300,2/12/05,34,Breathe,Erasure
15745,1301,2/12/05,37,Obsession (No Es Amor),Frankie J
15746,1302,2/12/05,38,Baby Girl,Sugarland
15747,1303,2/12/05,39,Ordinary People,John Legend
15771,1304,2/19/05,23,You And Me,Lifehouse
15777,1305,2/19/05,29,(Ghettochip Malfunction) Hell Yes,Beck
15786,1306,2/19/05,38,O,Omarion
15816,1307,2/26/05,28,Let Me Go,3 Doors Down
15853,1308,3/5/05,25,Lonely No More,Rob Thomas
15855,1309,3/5/05,27,Across The Universe,Artists Stand Up to Cancer
15861,1310,3/5/05,33,Sugar (Gimme Some),Trick Daddy
15864,1311,3/5/05,36,We Will Become Silhouettes,Postal Service
15866,1312,3/5/05,38,Goin' Crazy,Natalie
15868,1313,3/5/05,40,Guess Who Loves You More,Raheem DeVaughn
15888,1314,3/12/05,20,Hate It Or Love It,Game
15900,1315,3/12/05,32,If She Were Any Other Woman,Buddy Jewell
15903,1316,3/12/05,35,U Don't Know Me,T.I.
15904,1317,3/12/05,36,Nothin' To Lose,Josh Gracin
15908,1318,3/12/05,40,Signs,Snoop Dogg
15940,1319,3/19/05,32,Okay,Nivea
15941,1320,3/19/05,33,Number One Spot,Ludacris
15943,1321,3/19/05,35,Lonely,Akon
15945,1322,3/19/05,37,Don\'t Cha,Tori Alamaze
15946,1323,3/19/05,38,Corners,Common
15948,1324,3/19/05,40,Wait (The Whisper Song),Ying Yang Twins
15985,1325,3/26/05,37,Switch,Will Smith
16025,1326,4/2/05,39,You're In My Heart (little Pretty),Pepper's Ghost
16026,1327,4/2/05,40,Slow Down,Bobby Valentino
16051,1328,4/9/05,27,The Hand That Feeds,Nine Inch Nails
16054,1329,4/9/05,30,Oh,Ciara
16061,1330,4/9/05,36,Baby I'm Back,Baby Bash
16064,1331,4/9/05,39,Do You Believe In Magic,Aly
16065,1332,4/9/05,40,Almost,Bowling For Soup
16082,1333,4/16/05,18,Beverly Hills,Weezer
16095,1334,4/16/05,31,Be Yourself,Audioslave
16096,1335,4/16/05,32,Hollaback Girl,Gwen Stefani
16100,1336,4/16/05,36,Collide,Howie Day
16101,1337,4/16/05,37,Saturday Night,Aaron Carter
16103,1338,4/16/05,39,In The Kitchen,R. Kelly
16104,1339,4/16/05,40,Girlfight,Brooke Valentine
16110,1340,4/23/05,6,1 Thing,Amerie
16133,1341,4/23/05,30,Under Pressure,Used
16134,1342,4/23/05,31,Just A Lil Bit,50 Cent
16136,1343,4/23/05,34,We Belong Together,Mariah Carey
16140,1344,4/23/05,38,Girl,Destiny's Child
16141,1345,4/23/05,39,Behind These Hazel Eyes,Kelly Clarkson
16142,1346,4/23/05,40,Don't Say You Love Me,Erasure
16161,1347,4/30/05,19,Incomplete,Backstreet Boys
16163,1348,4/30/05,22,Holiday,Green Day
16169,1349,4/30/05,28,Don't Phunk With My Heart,Black Eyed Peas
16174,1350,4/30/05,33,Redondo Beach,Morrissey
16180,1351,4/30/05,39,Potion,Ludacris
16187,1352,5/7/05,5,Speed Of Sound,Coldplay
16209,1353,5/7/05,28,Blue Orchid,White Stripes
16221,1354,5/7/05,40,When You Tell Me That You Love Me,American Idol Season 4 Finalists
16234,1355,5/14/05,12,American Baby,Dave Matthews Band
16260,1356,5/14/05,39,One Word,Kelly Osbourne
16261,1357,5/14/05,40,Grind With Me,Pretty Ricky
16292,1358,5/21/05,31,Best Of You,Foo Fighters
16298,1359,5/21/05,37,"Gotta Go, Gotta Leave",Vivian Green
16299,1360,5/21/05,38,Scars,Papa Roach
16337,1361,5/28/05,36,B.Y.O.B.,System Of A Down
16338,1362,5/28/05,37,Blame It On The Boogie,Jay-kid
16341,1363,5/28/05,40,What I Go To School For,Busted
16351,1364,6/4/05,10,Feel Good Inc,Gorillaz
16358,1365,6/4/05,17,Errtime,Nelly
16374,1366,6/4/05,33,Don't Cha,Pussycat Dolls
16377,1367,6/4/05,36,Chariot,Gavin DeGraw
16414,1368,6/11/05,32,Trapped In The Closet,R. Kelly
16418,1369,6/11/05,36,Fast Cars And Freedom,Rascal Flatts
16420,1370,6/11/05,39,Angel To You (Devil To Me),Click Five
16421,1371,6/11/05,40,Maria,US5
16455,1372,6/18/05,34,Dreams,Game
16461,1373,6/18/05,40,Cry For Me,Dolla
16474,1374,6/25/05,13,Get It Poppin,Fat Joe
16482,1375,6/25/05,21,Pon De Replay,Rihanna
16490,1376,6/25/05,29,Let Me Hold You,Bow Wow
16495,1377,6/25/05,34,Lose Control,Missy Elliott
16498,1378,6/25/05,37,Live Like You Were Dying,Tim McGraw
16499,1379,6/25/05,38,Give Me That,Webbie
16500,1380,6/25/05,39,Pimpin' All Over The World,Ludacris
16501,1381,6/25/05,40,Inside Your Heaven,Carrie Underwood
16529,1382,7/2/05,28,Listen To Your Heart,D.H.T.
16534,1383,7/2/05,33,As Good As I Once Was,Toby Keith
16537,1384,7/2/05,36,Cater 2 U,Destiny's Child
16539,1385,7/2/05,38,How To Deal,Frankie J
16543,1386,7/9/05,2,Inside Your Heaven,Bo Bice
16577,1387,7/9/05,36,From The Bottom Of My Heart,Stevie Wonder
16578,1388,7/9/05,37,Back Then,Mike Jones
16610,1389,7/16/05,29,These Boots Are Made For Walkin',Jessica Simpson
16621,1390,7/16/05,40,Mississippi Girl,Faith Hill
16660,1391,7/23/05,39,Sgt. Pepper's Lonely Hearts Club Band,Paul McCartney
16697,1392,7/30/05,36,Summer Nights,Lil Rob
16700,1393,7/30/05,39,These Words,Natasha Bedingfield
16701,1394,7/30/05,40,Cool,Gwen Stefani
16731,1395,8/6/05,30,"Sugar, We're Goin Down",Fall Out Boy
16734,1396,8/6/05,33,Diamonds From Sierra Leone,Kanye West
16739,1397,8/6/05,38,Something More,Sugarland
16754,1398,8/13/05,13,Shake It Off,Mariah Carey
16774,1399,8/13/05,33,Make Her Feel Good,Teairra Mari
16778,1400,8/13/05,37,Must Be Nice,Lyfe Jennings
16779,1401,8/13/05,38,La Tortura,Shakira
16781,1402,8/13/05,40,Like You,Bow Wow
16798,1403,8/20/05,17,Just The Girl,Click Five
16809,1404,8/20/05,28,Play,David Banner
16848,1405,8/27/05,27,Don't Lie,Black Eyed Peas
16860,1406,8/27/05,39,Outta Control,50 Cent
16892,1407,9/3/05,31,My Humps,Black Eyed Peas
16900,1408,9/3/05,39,Your Body,Pretty Ricky
16942,1409,9/17/05,1,Gold Digger,Kanye West
16974,1410,9/17/05,33,Soul Survivor,Young Jeezy
16980,1411,9/17/05,39,Because Of You,Kelly Clarkson
16991,1412,9/24/05,10,Wake Me Up When September Ends,Green Day
17016,1413,9/24/05,35,Photograph,Nickelback
17039,1414,10/1/05,18,Boyfriend,Ashlee Simpson
17044,1415,10/1/05,23,Run It!,Chris Brown
17050,1416,10/1/05,29,Bananza (Belly Dancer),Akon
17053,1417,10/1/05,32,I'm Sprung,T-Pain
17056,1418,10/1/05,35,All Jacked Up,Gretchen Wilson
17089,1419,10/8/05,28,More Than Words,Frankie J
17094,1420,10/8/05,33,Girl Tonite,Twista
17132,1421,10/15/05,31,Stay Fly,Three 6 Mafia
17138,1422,10/15/05,37,Something To Be Proud Of,Montgomery Gentry
17140,1423,10/15/05,39,Redneck Yacht Club,Craig Morgan
17151,1424,10/22/05,10,We Be Burnin',Sean Paul
17173,1425,10/22/05,32,Here We Go,Trina
17174,1426,10/22/05,33,Shake,Ying Yang Twins
17176,1427,10/22/05,35,Stay With Me (Brass Bed),Josh Gracin
17178,1428,10/22/05,37,Unbreakable,Alicia Keys
17179,1429,10/22/05,38,I Should Have Cheated,Keyshia Cole
17181,1430,10/22/05,40,Pretty Vegas,INXS
17203,1431,10/29/05,22,I Think They Like Me,Dem Franchize Boyz
17208,1432,10/29/05,27,Laffy Taffy,D4L
17209,1433,10/29/05,28,One Wish,Ray J
17218,1434,10/29/05,37,Better Life,Keith Urban
17221,1435,10/29/05,40,Skin (Sarabeth),Rascal Flatts
17238,1436,11/5/05,17,Hung Up,Madonna
17252,1437,11/5/05,31,Don't Forget About Us,Mariah Carey
17253,1438,11/5/05,32,There It Go! (The Whistle Song),Juelz Santana
17256,1439,11/5/05,35,Stickwitu,Pussycat Dolls
17258,1440,11/5/05,37,Come A Little Closer,Dierks Bentley
17290,1441,11/12/05,29,"Dance, Dance",Fall Out Boy
17298,1442,11/12/05,37,Tequila Makes Her Clothes Fall Off,Joe Nichols
17336,1443,11/19/05,35,Luxurious,Gwen Stefani
17337,1444,11/19/05,36,Heard 'Em Say,Kanye West
17341,1445,11/19/05,40,"Jesus, Take The Wheel",Carrie Underwood
17367,1446,11/26/05,26,Window Shopper,50 Cent
17375,1447,11/26/05,34,Who You'd Be Today,Kenny Chesney
17409,1448,12/3/05,28,Check On It,Beyonce
17417,1449,12/3/05,36,Like We Never Loved At All,Faith Hill
17437,1450,12/10/05,16,Grillz,Nelly
17441,1451,12/10/05,20,When I'm Gone,Eminem
17452,1452,12/10/05,31,Seasons Of Love,Cast Of Rent
17455,1453,12/10/05,34,If It's Lovin' That You Want,Rihanna
17457,1454,12/10/05,36,Honky Tonk Badonkadonk,Trace Adkins
17460,1455,12/10/05,39,Must Be Doin' Somethin' Right,Billy Currington
17461,1456,12/10/05,40,Be Without You,Mary J. Blige
17500,1457,12/17/05,39,Don't Bother,Shakira
17517,1458,12/24/05,16,You're Beautiful,James Blunt
17529,1459,12/24/05,28,So Sick,Ne-Yo
17533,1460,12/24/05,32,Fireman,Lil Wayne
17541,1461,12/24/05,40,Turn It Up,Chamillionaire
17580,1462,12/31/05,39,Unpredictable,Jamie Foxx
17618,1463,1/7/06,37,Unwritten,Natasha Bedingfield
17660,1464,1/14/06,39,L.O.V.E.,Ashlee Simpson
17661,1465,1/14/06,40,Georgia,Ludacris
17695,1466,1/21/06,34,Pump It,Black Eyed Peas
17700,1467,1/21/06,39,Boondocks,Little Big Town
17701,1468,1/21/06,40,I'm N Luv (Wit A Stripper),T-Pain
17733,1469,1/28/06,32,Shake That,Eminem
17737,1470,1/28/06,36,We Belong Together,Gavin DeGraw
17741,1471,1/28/06,40,Temperature,Sean Paul
17772,1472,2/4/06,31,Everytime We Touch,Cascada
17775,1473,2/4/06,34,Rompe,Daddy Yankee
17777,1474,2/4/06,36,Nasty Girl,Notorious B.I.G.
17781,1475,2/4/06,40,"Lean Wit It, Rock Wit It",Dem Franchize Boyz
17785,1476,2/11/06,4,Breaking Free,Zac Efron
17801,1477,2/11/06,20,Get'cha Head In The Game,Zac Efron
17809,1478,2/11/06,28,Start Of Something New,Zac Efron
17813,1479,2/11/06,32,We're All In This Together,High School Musical Cast
17815,1480,2/11/06,34,What I've Been Looking For,Lucas Gabreel
17846,1481,2/18/06,25,Touch It,Busta Rhymes
17851,1482,2/18/06,30,Love,Keyshia Cole
17854,1483,2/18/06,33,When I Get Where I'm Going,Brad Paisley
17858,1484,2/18/06,37,Fresh Azimiz,Bow Wow
17860,1485,2/18/06,39,Your Man,Josh Turner
17861,1486,2/18/06,40,Walk Away,Kelly Clarkson
17880,1487,2/25/06,19,Stupid Girls,P!nk
17893,1488,2/25/06,32,Upside Down,Jack Johnson
17901,1489,2/25/06,40,Ms. New Booty,Bubba Sparxxx
17912,1490,3/4/06,11,Yo (Excuse Me Miss),Chris Brown
17921,1491,3/4/06,20,Dirty Little Secret,All-American Rejects
17937,1492,3/4/06,36,Bad Day,Daniel Powter
17940,1493,3/4/06,39,Tonight I Wanna Cry,Keith Urban
17941,1494,3/4/06,40,Rodeo,Juvenile
17966,1495,3/11/06,25,Beep,Pussycat Dolls
17973,1496,3/11/06,32,Who Says You Can't Go Home,Bon Jovi
18011,1497,3/18/06,30,Always On Your Side,Sheryl Crow
18016,1498,3/18/06,35,SOS (Rescue Me),Rihanna
18019,1499,3/18/06,38,Touch The Sky,Kanye West
18020,1500,3/18/06,39,Living In Fast Forward,Kenny Chesney
18043,1501,3/25/06,22,King Without A Crown,Matisyahu
18052,1502,3/25/06,31,Ridin',Chamillionaire
18060,1503,3/25/06,39,What Hurts The Most,Rascal Flatts
18088,1504,4/1/06,27,Move Along,All-American Rejects
18089,1505,4/1/06,28,Tell Me When To Go,E-40
18091,1506,4/1/06,30,World Wide Suicide,Pearl Jam
18094,1507,4/1/06,33,Savin' Me,Nickelback
18095,1508,4/1/06,34,Poppin' My Collar,Three 6 Mafia
18099,1509,4/1/06,38,For You I Will (Confidence),Teddy Geiger
18101,1510,4/1/06,40,Over My Head (Cable Car),Fray
18135,1511,4/8/06,34,What You Know,T.I.
18140,1512,4/8/06,39,Ever The Same,Rob Thomas
18177,1513,4/15/06,36,Hips Don't Lie,Shakira
18180,1514,4/15/06,39,When You're Mad,Ne-Yo
18200,1515,4/22/06,19,Dani California,Red Hot Chili Peppers
18214,1516,4/22/06,33,When The Stars Go Blue,Tim McGraw
18220,1517,4/22/06,39,Oh Girl,Paul Wall
18225,1518,4/29/06,4,Control Myself,Jennifer Lopez
18233,1519,4/29/06,12,Let U Go,Ashley Parker Angel
18260,1520,4/29/06,39,Where'd You Go,Fort Minor
18282,1521,5/6/06,21,Not Ready To Make Nice,Dixie Chicks
18288,1522,5/6/06,27,What's Left Of Me,Nick Lachey
18292,1523,5/6/06,31,Gimme That,Chris Brown
18295,1524,5/6/06,34,I Write Sins Not Tragedies,Panic! At The Disco
18298,1525,5/6/06,37,Girl Next Door,Saving Jane
18335,1526,5/13/06,34,Gettin' Some,Shawnna
18338,1527,5/13/06,37,MakeDamnSure,Taking Back Sunday
18341,1528,5/13/06,40,It's Goin' Down,Yung Joc
18351,1529,5/20/06,10,Snap Yo Fingers,Lil' Jon
18357,1530,5/20/06,16,Unfaithful,Rihanna
18372,1531,5/20/06,31,Enough Cryin,Mary J. Blige
18403,1532,5/27/06,22,Promiscuous,Nelly Furtado
18409,1533,5/27/06,28,So What,Field Mob
18416,1534,5/27/06,35,Me &amp; U,Cassie
18419,1535,5/27/06,38,Last Day Of My Life,Phil Vassar
18452,1536,6/3/06,31,Crazy,Gnarls Barkley
18455,1537,6/3/06,34,Torn,Letoya
18457,1538,6/3/06,36,Why You Wanna,T.I.
18458,1539,6/3/06,37,Breathe (2 Am),Anna Nalick
18460,1540,6/3/06,39,Summertime,Kenny Chesney
18461,1541,6/3/06,40,Bossy,Kelis
18494,1542,6/10/06,33,Buttons,Pussycat Dolls
18498,1543,6/10/06,37,Wanted Dead Or Alive,Chris Daughtry
18500,1544,6/10/06,39,Do It To It,Cherish
18538,1545,6/17/06,37,Miss Murder,A.F.I.
18540,1546,6/17/06,39,I Love My B****,Busta Rhymes
18555,1547,6/24/06,14,Ain't No Other Man,Christina Aguilera
18562,1548,6/24/06,21,Life Is A Highway,Rascal Flatts
18582,1549,7/1/06,1,Do I Make You Proud,Taylor Hicks
18614,1550,7/1/06,33,Deja Vu,Beyonce
18619,1551,7/1/06,38,U And Dat,E-40
18636,1552,7/8/06,15,Stars Are Blind,Paris Hilton
18656,1553,7/8/06,35,Doing Too Much,Paula DeAnda
18659,1554,7/8/06,38,Give It Up To Me,Sean Paul
18670,1555,7/15/06,9,Somewhere Over The Rainbow,Katharine Mcphee
18684,1556,7/15/06,23,Shoulder Lean,Young Dro
18695,1557,7/15/06,34,A Public Affair,Jessica Simpson
18701,1558,7/15/06,40,Sexy Love,Ne-Yo
18737,1559,7/22/06,36,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins
18762,1560,7/29/06,21,Waiting On The World To Change,John Mayer
18778,1561,7/29/06,38,Pulling Me Back,Chingy
18794,1562,8/5/06,13,London Bridge,Fergie
18853,1563,8/12/06,32,Far Away,Nickelback
18857,1564,8/12/06,36,Chasing Cars,Snow Patrol
18861,1565,8/12/06,40,Brand New Girlfriend,Steve Holy
18888,1566,8/19/06,27,The Riddle (You And I),Five For Fighting
18894,1567,8/19/06,33,Leave The Pieces,Wreckers
18941,1568,8/26/06,40,Call On Me,Janet Jackson
18954,1569,9/2/06,13,Get Up,Ciara
18955,1570,9/2/06,14,Show Stopper,Danity Kane
18960,1571,9/2/06,19,Call Me When You're Sober,Evanescence
18972,1572,9/2/06,31,Lips Of An Angel,Hinder
18980,1573,9/2/06,39,Say Goodbye,Chris Brown
18982,1574,9/9/06,1,Sexy Back,Justin Timberlake
19006,1575,9/9/06,25,How To Save A Life,Fray
19058,1576,9/16/06,37,I Loved Her First,Heartland
19060,1577,9/16/06,39,Would You Go With Me,Josh Turner
19070,1578,9/23/06,9,Ring The Alarm,Beyonce Knowles
19074,1579,9/23/06,13,Money Maker,Ludacris
19095,1580,9/23/06,34,Here It Goes Again,Ok Go
19099,1581,9/23/06,38,S.E.X.,Lyfe Jennings
19104,1582,9/30/06,3,"Too Little, Too Late",JoJo
19125,1583,9/30/06,24,My Love,Justin Timberlake
19129,1584,9/30/06,28,Right Where You Want Me,Jesse McCartney
19174,1585,10/7/06,33,Maneater,Nelly Furtado
19177,1586,10/7/06,36,That Girl,Frankie J
19178,1587,10/7/06,37,Before He Cheats,Carrie Underwood
19179,1588,10/7/06,38,Chemicals React,Aly
19180,1589,10/7/06,39,Gallery,Mario Vazquez
19187,1590,10/14/06,6,Smack That,Akon
19219,1591,10/14/06,38,When You Were Young,Killers
19221,1592,10/14/06,40,White &amp; Nerdy,Weird Al Yankovic
19232,1593,10/21/06,11,Chain Hang Low,Jibbs
19251,1594,10/21/06,30,Give It Away,George Strait
19257,1595,10/21/06,36,Walk It Out,Unk
19261,1596,10/21/06,40,Everytime Tha Beat Drop,Monica
19292,1597,10/28/06,31,Fergalicious,Fergie
19299,1598,10/28/06,38,My Wish,Rascal Flatts
19301,1599,10/28/06,40,Shortie Like Mine,Bow Wow
19309,1600,11/4/06,8,Come To Me,P. Diddy
19329,1601,11/4/06,28,Stuntin' Like My Daddy,Birdman
19331,1602,11/4/06,30,My Little Girl,Tim McGraw
19333,1603,11/4/06,32,Hurt,Christina Aguilera
19336,1604,11/4/06,35,It Ends Tonight,All-American Rejects
19338,1605,11/4/06,37,I Wanna Love You,Akon
19341,1606,11/4/06,40,Every Mile A Memory,Dierks Bentley
19365,1607,11/11/06,24,Irreplaceable,Beyonce Knowles
19406,1608,11/18/06,25,Show Me What You Got,Jay-Z
19413,1609,11/18/06,32,We Fly High,Jim Jones
19448,1610,11/25/06,27,Once In A Lifetime,Keith Urban
19454,1611,11/25/06,33,She's Everything,Brad Paisley
19461,1612,11/25/06,40,Promise,Ciara
19476,1613,12/2/06,15,Wind It Up,Gwen Stefani
19490,1614,12/2/06,29,That's That S***,Snoop Dogg
19521,1615,12/9/06,20,Say It Right,Nelly Furtado
19538,1616,12/9/06,37,Wait A Minute,Pussycat Dolls
19558,1617,12/16/06,17,Keep Holding On,Avril Lavigne
19572,1618,12/16/06,31,I Luv It,Young Jeezy
19581,1619,12/16/06,40,Watching You,Rodney Atkins
19591,1620,12/23/06,10,You Don't Know,Eminem
19619,1621,12/23/06,38,Runaway Love,Ludacris
19652,1622,12/30/06,31,What Goes Around,Justin Timberlake
19661,1623,12/30/06,40,It's Not Over,Daughtry
19697,1624,1/6/07,36,Hip Hop Is Dead,Nas
19772,1625,1/20/07,31,You,Lloyd
19777,1626,1/20/07,36,Ice Box,Omarion
19781,1627,1/20/07,40,Boston,Augustana
19812,1628,1/27/07,31,The Sweet Escape,Gwen Stefani
19823,1629,2/3/07,2,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
19832,1630,2/3/07,11,Push It To The Limit,Corbin Bleu
19840,1631,2/3/07,19,Suddenly I See,KT Tunstall
19856,1632,2/3/07,35,Through Glass,Stone Sour
