week,position,song,artist
3/27/2000,36,I'm Outta Love,Anastacia
3/27/2000,37,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla
3/27/2000,38,Thong Song,Sisqo
3/27/2000,39,One Night Stand,J-Shin &amp; Latocha Scott
3/27/2000,40,Feelin' So Good,Jennifer Lopez
4/1/2000,1,Bye Bye Bye,NSync
4/1/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
4/1/2000,3,Say My Name,Destiny's Child
4/1/2000,4,Amazed,Lonestar
4/1/2000,5,Show Me The Meaning Of Being Lonely,Backstreet Boys
4/1/2000,6,Breathe,Faith Hill
4/1/2000,7,Never Let You Go,Third Eye Blind
4/1/2000,8,It Feels So Good,Sonique
4/1/2000,9,That's The Way It Is,Celine Dion
4/1/2000,10,All The Small Things,Blink 182
4/1/2000,11,Smooth,Santana &amp; Rob Thomas
4/1/2000,12,I Knew I Loved You,Savage Garden
4/1/2000,13,Everything You Want,Vertical Horizon
4/1/2000,14,Only God Knows Why,Kid Rock
4/1/2000,15,Bring It All To Me,Blaque
4/1/2000,16,I Try,Macy Gray
4/1/2000,17,What A Girl Wants,Christina Aguilera
4/1/2000,18,Get It On Tonite,Montell Jordan
4/1/2000,19,Another Dumb Blonde,Hoku
4/1/2000,20,You Sang To Me,Marc Anthony
4/1/2000,21,Take A Picture,Filter
4/1/2000,22,There You Go,P!nk
4/1/2000,23,Higher,Creed
4/1/2000,24,I Like It,Sammie
4/1/2000,25,Falls Apart,Sugar Ray
4/1/2000,26,American Pie,Madonna
4/1/2000,27,From The Bottom Of My Broken Heart,Britney Spears
4/1/2000,28,Thank God I Foound You,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
4/1/2000,29,The Bad Touch,Bloodhound Gang
4/1/2000,30,Goodbye Earl,Dixie Chicks
4/1/2000,31,I Learned From The Best,Whitney Houston
4/1/2000,32,Feelin' So Good,Jennifer Lopez
4/1/2000,33,Mirror Mirror,M2M
4/1/2000,34,Hot Boyz,Missy 'Misdemeanor' Elliott
4/1/2000,35,Thong Song,Sisqo
4/1/2000,36,Blue (da Ba Dee),Eiffel 65
4/1/2000,37,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla
4/1/2000,38,Where You Are,Jessica Simpson
4/1/2000,39,If You Don't Wanna Love Me,Tamar
4/1/2000,40,Swear It Again,Westlife
4/8/2000,1,Maria Maria,Santana &amp; The Product G&amp;B
4/8/2000,2,Bye Bye Bye,NSync
4/8/2000,3,Say My Name,Destiny's Child
4/8/2000,4,Breathe,Faith Hill
4/8/2000,5,Amazed,Lonestar
4/8/2000,6,Never Let You Go,Third Eye Blind
4/8/2000,7,It Feels So Good,Sonique
4/8/2000,8,Show Me The Meaning Of Being Lonely,Backstreet Boys
4/8/2000,9,Everything You Want,Vertical Horizon
4/8/2000,10,That's The Way It Is,Celine Dion
4/8/2000,11,I Try,Macy Gray
4/8/2000,12,Only God Knows Why,Kid Rock
4/8/2000,13,Smooth,Santana &amp; Rob Thomas
4/8/2000,14,I Knew I Loved You,Savage Garden
4/8/2000,15,All The Small Things,Blink 182
4/8/2000,16,Get It On Tonite,Montell Jordan
4/8/2000,17,Bring It All To Me,Blaque
4/8/2000,18,Another Dumb Blonde,Hoku
4/8/2000,19,You Sang To Me,Marc Anthony
4/8/2000,20,What A Girl Wants,Christina Aguilera
4/8/2000,21,Higher,Creed
4/8/2000,22,There You Go,P!nk
4/8/2000,23,Thong Song,Sisqo
4/8/2000,24,I Like It,Sammie
4/8/2000,25,Goodbye Earl,Dixie Chicks
4/8/2000,26,The Bad Touch,Bloodhound Gang
4/8/2000,27,Be With You,Enrique Iglesias
4/8/2000,28,From The Bottom Of My Broken Heart,Britney Spears
4/8/2000,29,I Don't Wanna Kiss You Goodnight,LFO
4/8/2000,30,I Learned From The Best,Whitney Houston
4/8/2000,31,Swear It Again,Westlife
4/8/2000,32,Where You Are,Jessica Simpson
4/8/2000,33,Take A Picture,Filter
4/8/2000,34,Wobble Wobble,504 Boyz
4/8/2000,35,Falls Apart,Sugar Ray
4/8/2000,36,Mirror Mirror,M2M
4/8/2000,37,If You Don't Wanna Love Me,Tamar
4/8/2000,38,Shackles (praise You),Mary Mary
4/8/2000,39,Feelin' So Good,Jennifer Lopez
4/8/2000,40,U Don't Love Me,Kumbia Kings Featuring A.B. Quintanilla
4/15/2000,1,Bye Bye Bye,NSync
4/15/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
4/15/2000,3,Say My Name,Destiny's Child
4/15/2000,4,Breathe,Faith Hill
4/15/2000,5,Amazed,Lonestar
4/15/2000,6,I Try,Macy Gray
4/15/2000,7,It Feels So Good,Sonique
4/15/2000,8,Everything You Want,Vertical Horizon
4/15/2000,9,Show Me The Meaning Of Being Lonely,Backstreet Boys
4/15/2000,10,Never Let You Go,Third Eye Blind
4/15/2000,11,That's The Way It Is,Celine Dion
4/15/2000,12,Only God Knows Why,Kid Rock
4/15/2000,13,Get It On Tonite,Montell Jordan
4/15/2000,14,You Sang To Me,Marc Anthony
4/15/2000,15,This Time Around,Hanson
4/15/2000,16,All The Small Things,Blink 182
4/15/2000,17,Smooth,Santana &amp; Rob Thomas
4/15/2000,18,Bring It All To Me,Blaque
4/15/2000,19,Another Dumb Blonde,Hoku
4/15/2000,20,Higher,Creed
4/15/2000,21,Thong Song,Sisqo
4/15/2000,22,Be With You,Enrique Iglesias
4/15/2000,23,I Knew I Loved You,Savage Garden
4/15/2000,24,There You Go,P!nk
4/15/2000,25,What A Girl Wants,Christina Aguilera
4/15/2000,26,Swear It Again,Westlife
4/15/2000,27,Goodbye Earl,Dixie Chicks
4/15/2000,28,I Like It,Sammie
4/15/2000,29,The Bad Touch,Bloodhound Gang
4/15/2000,30,Where You Are,Jessica Simpson
4/15/2000,31,Wobble Wobble,504 Boyz
4/15/2000,32,From The Bottom Of My Broken Heart,Britney Spears
4/15/2000,33,I Don't Wanna Kiss You Goodnight,LFO
4/15/2000,34,Shackles (praise You),Mary Mary
4/15/2000,35,Mirror Mirror,M2M
4/15/2000,36,I Learned From The Best,Whitney Houston
4/15/2000,37,If You Don't Wanna Love Me,Tamar
4/15/2000,38,Whistle While You Twurk,Ying Yang Twins
4/15/2000,39,I Wanna Know,JOE
4/15/2000,40,I'm Outta Love,Anastacia
4/22/2000,1,Maria Maria,Santana &amp; The Product G&amp;B
4/22/2000,2,Bye Bye Bye,NSync
4/22/2000,3,Say My Name,Destiny's Child
4/22/2000,4,Breathe,Faith Hill
4/22/2000,5,I Try,Macy Gray
4/22/2000,6,Amazed,Lonestar
4/22/2000,7,Everything You Want,Vertical Horizon
4/22/2000,8,It Feels So Good,Sonique
4/22/2000,9,Never Let You Go,Third Eye Blind
4/22/2000,10,Only God Knows Why,Kid Rock
4/22/2000,11,Show Me The Meaning Of Being Lonely,Backstreet Boys
4/22/2000,12,Thong Song,Sisqo
4/22/2000,13,You Sang To Me,Marc Anthony
4/22/2000,14,Be With You,Enrique Iglesias
4/22/2000,15,Get It On Tonite,Montell Jordan
4/22/2000,16,Higher,Creed
4/22/2000,17,This Time Around,Hanson
4/22/2000,18,That's The Way It Is,Celine Dion
4/22/2000,19,There You Go,P!nk
4/22/2000,20,He Wasn't Man Enough,Toni Braxton
4/22/2000,21,Another Dumb Blonde,Hoku
4/22/2000,22,All The Small Things,Blink 182
4/22/2000,23,Bring It All To Me,Blaque
4/22/2000,24,What A Girl Wants,Christina Aguilera
4/22/2000,25,Swear It Again,Westlife
4/22/2000,26,I Turn To You,Christina Aguilera
4/22/2000,27,I Knew I Loved You,Savage Garden
4/22/2000,28,Crash And Burn,Savage Garden
4/22/2000,29,Wobble Wobble,504 Boyz
4/22/2000,30,Goodbye Earl,Dixie Chicks
4/22/2000,31,From The Bottom Of My Broken Heart,Britney Spears
4/22/2000,32,I Like It,Sammie
4/22/2000,33,I Don't Wanna Kiss You Goodnight,LFO
4/22/2000,34,The Bad Touch,Bloodhound Gang
4/22/2000,35,Where You Are,Jessica Simpson
4/22/2000,36,Mirror Mirror,M2M
4/22/2000,37,Smooth,Santana &amp; Rob Thomas
4/22/2000,38,Shackles (praise You),Mary Mary
4/22/2000,39,Graduation (friends Forever),Vitamin C
4/22/2000,40,Separated,Avant
4/29/2000,1,Bye Bye Bye,NSync
4/29/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
4/29/2000,3,Say My Name,Destiny's Child
4/29/2000,4,Breathe,Faith Hill
4/29/2000,5,I Try,Macy Gray
4/29/2000,6,Everything You Want,Vertical Horizon
4/29/2000,7,Amazed,Lonestar
4/29/2000,8,It Feels So Good,Sonique
4/29/2000,9,Be With You,Enrique Iglesias
4/29/2000,10,Thong Song,Sisqo
4/29/2000,11,Only God Knows Why,Kid Rock
4/29/2000,12,Never Let You Go,Third Eye Blind
4/29/2000,13,Higher,Creed
4/29/2000,14,You Sang To Me,Marc Anthony
4/29/2000,15,There You Go,P!nk
4/29/2000,16,Show Me The Meaning Of Being Lonely,Backstreet Boys
4/29/2000,17,This Time Around,Hanson
4/29/2000,18,Get It On Tonite,Montell Jordan
4/29/2000,19,He Wasn't Man Enough,Toni Braxton
4/29/2000,20,I Turn To You,Christina Aguilera
4/29/2000,21,Swear It Again,Westlife
4/29/2000,22,Another Dumb Blonde,Hoku
4/29/2000,23,All The Small Things,Blink 182
4/29/2000,24,Crash And Burn,Savage Garden
4/29/2000,25,Oops!...I Did It Again,Britney Spears
4/29/2000,26,Bring It All To Me,Blaque
4/29/2000,27,What A Girl Wants,Christina Aguilera
4/29/2000,28,Wobble Wobble,504 Boyz
4/29/2000,29,Goodbye Earl,Dixie Chicks
4/29/2000,30,That's The Way It Is,Celine Dion
4/29/2000,31,From The Bottom Of My Broken Heart,Britney Spears
4/29/2000,32,Separated,Avant
4/29/2000,33,Mirror Mirror,M2M
4/29/2000,34,I Like It,Sammie
4/29/2000,35,Graduation (friends Forever),Vitamin C
4/29/2000,36,Where You Are,Jessica Simpson
4/29/2000,37,Shackles (praise You),Mary Mary
4/29/2000,38,I Don't Wanna Kiss You Goodnight,LFO
4/29/2000,39,Otherside,Red Hot Chili Peppers
4/29/2000,40,Smooth,Santana &amp; Rob Thomas
5/6/2000,1,I Try,Macy Gray
5/6/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
5/6/2000,3,Bye Bye Bye,NSync
5/6/2000,4,Breathe,Faith Hill
5/6/2000,5,Say My Name,Destiny's Child
5/6/2000,6,Everything You Want,Vertical Horizon
5/6/2000,7,Thong Song,Sisqo
5/6/2000,8,Amazed,Lonestar
5/6/2000,9,It Feels So Good,Sonique
5/6/2000,10,Be With You,Enrique Iglesias
5/6/2000,11,Higher,Creed
5/6/2000,12,Only God Knows Why,Kid Rock
5/6/2000,13,There You Go,P!nk
5/6/2000,14,You Sang To Me,Marc Anthony
5/6/2000,15,Never Let You Go,Third Eye Blind
5/6/2000,16,Oops!...I Did It Again,Britney Spears
5/6/2000,17,He Wasn't Man Enough,Toni Braxton
5/6/2000,18,I Turn To You,Christina Aguilera
5/6/2000,19,This Time Around,Hanson
5/6/2000,20,Get It On Tonite,Montell Jordan
5/6/2000,21,Swear It Again,Westlife
5/6/2000,22,Show Me The Meaning Of Being Lonely,Backstreet Boys
5/6/2000,23,Crash And Burn,Savage Garden
5/6/2000,24,Back Here,BBmak
5/6/2000,25,Wobble Wobble,504 Boyz
5/6/2000,26,Separated,Avant
5/6/2000,27,Graduation (friends Forever),Vitamin C
5/6/2000,28,Shackles (praise You),Mary Mary
5/6/2000,29,Mirror Mirror,M2M
5/6/2000,30,Otherside,Red Hot Chili Peppers
5/6/2000,31,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
5/6/2000,32,Another Dumb Blonde,Hoku
5/6/2000,33,Goodbye Earl,Dixie Chicks
5/6/2000,34,Better Off Alone,Alice Deejay
5/6/2000,35,From The Bottom Of My Broken Heart,Britney Spears
5/6/2000,36,Nothing As It Seems,Pearl Jam
5/6/2000,37,I Like It,Sammie
5/6/2000,38,I Don't Wanna Kiss You Goodnight,LFO
5/6/2000,39,All The Small Things,Blink 182
5/6/2000,40,Bent,Matchbox Twenty
5/13/2000,1,I Try,Macy Gray
5/13/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
5/13/2000,3,Everything You Want,Vertical Horizon
5/13/2000,4,Breathe,Faith Hill
5/13/2000,5,Bye Bye Bye,NSync
5/13/2000,6,Say My Name,Destiny's Child
5/13/2000,7,Thong Song,Sisqo
5/13/2000,8,Oops!...I Did It Again,Britney Spears
5/13/2000,9,Be With You,Enrique Iglesias
5/13/2000,10,It Feels So Good,Sonique
5/13/2000,11,Amazed,Lonestar
5/13/2000,12,Higher,Creed
5/13/2000,13,Otherside,Red Hot Chili Peppers
5/13/2000,14,You Sang To Me,Marc Anthony
5/13/2000,15,I Turn To You,Christina Aguilera
5/13/2000,16,Only God Knows Why,Kid Rock
5/13/2000,17,He Wasn't Man Enough,Toni Braxton
5/13/2000,18,Swear It Again,Westlife
5/13/2000,19,There You Go,P!nk
5/13/2000,20,Get It On Tonite,Montell Jordan
5/13/2000,21,Crash And Burn,Savage Garden
5/13/2000,22,Back Here,BBmak
5/13/2000,23,Never Let You Go,Third Eye Blind
5/13/2000,24,This Time Around,Hanson
5/13/2000,25,Bent,Matchbox Twenty
5/13/2000,26,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
5/13/2000,27,Better Off Alone,Alice Deejay
5/13/2000,28,Show Me The Meaning Of Being Lonely,Backstreet Boys
5/13/2000,29,Separated,Avant
5/13/2000,30,Graduation (friends Forever),Vitamin C
5/13/2000,31,Wobble Wobble,504 Boyz
5/13/2000,32,Shackles (praise You),Mary Mary
5/13/2000,33,Try Again,Aaliyah
5/13/2000,34,Feelin' So Good,Jennifer Lopez
5/13/2000,35,Goodbye Earl,Dixie Chicks
5/13/2000,36,Mirror Mirror,M2M
5/13/2000,37,From The Bottom Of My Broken Heart,Britney Spears
5/13/2000,38,(Hot S**t) Country Grammar,Nelly
5/13/2000,39,Another Dumb Blonde,Hoku
5/13/2000,40,I Wanna Know,JOE
5/20/2000,1,I Try,Macy Gray
5/20/2000,2,Everything You Want,Vertical Horizon
5/20/2000,3,Maria Maria,Santana &amp; The Product G&amp;B
5/20/2000,4,Breathe,Faith Hill
5/20/2000,5,Thong Song,Sisqo
5/20/2000,6,Say My Name,Destiny's Child
5/20/2000,7,Oops!...I Did It Again,Britney Spears
5/20/2000,8,You Sang To Me,Marc Anthony
5/20/2000,9,Bye Bye Bye,NSync
5/20/2000,10,Be With You,Enrique Iglesias
5/20/2000,11,It Feels So Good,Sonique
5/20/2000,12,Higher,Creed
5/20/2000,13,Amazed,Lonestar
5/20/2000,14,Otherside,Red Hot Chili Peppers
5/20/2000,15,I Turn To You,Christina Aguilera
5/20/2000,16,Swear It Again,Westlife
5/20/2000,17,Only God Knows Why,Kid Rock
5/20/2000,18,He Wasn't Man Enough,Toni Braxton
5/20/2000,19,There You Go,P!nk
5/20/2000,20,Crash And Burn,Savage Garden
5/20/2000,21,Back Here,BBmak
5/20/2000,22,Bent,Matchbox Twenty
5/20/2000,23,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
5/20/2000,24,Never Let You Go,Third Eye Blind
5/20/2000,25,Better Off Alone,Alice Deejay
5/20/2000,26,Get It On Tonite,Montell Jordan
5/20/2000,27,This Time Around,Hanson
5/20/2000,28,I Wanna Know,JOE
5/20/2000,29,Graduation (friends Forever),Vitamin C
5/20/2000,30,Separated,Avant
5/20/2000,31,Mirror Mirror,M2M
5/20/2000,32,Shackles (praise You),Mary Mary
5/20/2000,33,Try Again,Aaliyah
5/20/2000,34,(Hot S**t) Country Grammar,Nelly
5/20/2000,35,From The Bottom Of My Broken Heart,Britney Spears
5/20/2000,36,Feelin' So Good,Jennifer Lopez
5/20/2000,37,Show Me The Meaning Of Being Lonely,Backstreet Boys
5/20/2000,38,Wobble Wobble,504 Boyz
5/20/2000,39,Monica,Before Dark
5/20/2000,40,Goodbye Earl,Dixie Chicks
5/27/2000,1,I Try,Macy Gray
5/27/2000,2,Maria Maria,Santana &amp; The Product G&amp;B
5/27/2000,3,Oops!...I Did It Again,Britney Spears
5/27/2000,4,Everything You Want,Vertical Horizon
5/27/2000,5,Say My Name,Destiny's Child
5/27/2000,6,Thong Song,Sisqo
5/27/2000,7,Breathe,Faith Hill
5/27/2000,8,Higher,Creed
5/27/2000,9,You Sang To Me,Marc Anthony
5/27/2000,10,Be With You,Enrique Iglesias
5/27/2000,11,Bye Bye Bye,NSync
5/27/2000,12,It Feels So Good,Sonique
5/27/2000,13,I Turn To You,Christina Aguilera
5/27/2000,14,Otherside,Red Hot Chili Peppers
5/27/2000,15,There You Go,P!nk
5/27/2000,16,Swear It Again,Westlife
5/27/2000,17,Back Here,BBmak
5/27/2000,18,Bent,Matchbox Twenty
5/27/2000,19,He Wasn't Man Enough,Toni Braxton
5/27/2000,20,Crash And Burn,Savage Garden
5/27/2000,21,Amazed,Lonestar
5/27/2000,22,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
5/27/2000,23,I Wanna Know,JOE
5/27/2000,24,Only God Knows Why,Kid Rock
5/27/2000,25,Try Again,Aaliyah
5/27/2000,26,Better Off Alone,Alice Deejay
5/27/2000,27,Graduation (friends Forever),Vitamin C
5/27/2000,28,The Real Slim Shady,Eminem
5/27/2000,29,It's Gonna Be Me,NSync
5/27/2000,30,(Hot S**t) Country Grammar,Nelly
5/27/2000,31,Never Let You Go,Third Eye Blind
5/27/2000,32,Mirror Mirror,M2M
5/27/2000,33,Feelin' So Good,Jennifer Lopez
5/27/2000,34,Shackles (praise You),Mary Mary
5/27/2000,35,From The Bottom Of My Broken Heart,Britney Spears
5/27/2000,36,The One,Backstreet Boys
5/27/2000,37,Get It On Tonite,Montell Jordan
5/27/2000,38,Separated,Avant
5/27/2000,39,Monica,Before Dark
5/27/2000,40,This Time Around,Hanson
6/3/2000,1,Oops!...I Did It Again,Britney Spears
6/3/2000,2,I Try,Macy Gray
6/3/2000,3,Everything You Want,Vertical Horizon
6/3/2000,4,Maria Maria,Santana &amp; The Product G&amp;B
6/3/2000,5,Breathe,Faith Hill
6/3/2000,6,Higher,Creed
6/3/2000,7,Say My Name,Destiny's Child
6/3/2000,8,Be With You,Enrique Iglesias
6/3/2000,9,Thong Song,Sisqo
6/3/2000,10,You Sang To Me,Marc Anthony
6/3/2000,11,Bent,Matchbox Twenty
6/3/2000,12,I Turn To You,Christina Aguilera
6/3/2000,13,There You Go,P!nk
6/3/2000,14,Bye Bye Bye,NSync
6/3/2000,15,Back Here,BBmak
6/3/2000,16,Otherside,Red Hot Chili Peppers
6/3/2000,17,It Feels So Good,Sonique
6/3/2000,18,It's Gonna Be Me,NSync
6/3/2000,19,Swear It Again,Westlife
6/3/2000,20,The Real Slim Shady,Eminem
6/3/2000,21,He Wasn't Man Enough,Toni Braxton
6/3/2000,22,Try Again,Aaliyah
6/3/2000,23,Crash And Burn,Savage Garden
6/3/2000,24,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
6/3/2000,25,I Wanna Know,JOE
6/3/2000,26,Better Off Alone,Alice Deejay
6/3/2000,27,Graduation (friends Forever),Vitamin C
6/3/2000,28,Only God Knows Why,Kid Rock
6/3/2000,29,(Hot S**t) Country Grammar,Nelly
6/3/2000,30,The One,Backstreet Boys
6/3/2000,31,Mirror Mirror,M2M
6/3/2000,32,Feelin' So Good,Jennifer Lopez
6/3/2000,33,From The Bottom Of My Broken Heart,Britney Spears
6/3/2000,34,Shackles (praise You),Mary Mary
6/3/2000,35,Absolutely (story Of A Girl),Nine Days
6/3/2000,36,Monica,Before Dark
6/3/2000,37,Amazed,Lonestar
6/3/2000,38,Separated,Avant
6/3/2000,39,Someday Out Of The Blue,Elton John
6/3/2000,40,Yes!,Chad Brock
6/10/2000,1,Oops!...I Did It Again,Britney Spears
6/10/2000,2,I Try,Macy Gray
6/10/2000,3,Everything You Want,Vertical Horizon
6/10/2000,4,Maria Maria,Santana &amp; The Product G&amp;B
6/10/2000,5,Higher,Creed
6/10/2000,6,Be With You,Enrique Iglesias
6/10/2000,7,Thong Song,Sisqo
6/10/2000,8,Breathe,Faith Hill
6/10/2000,9,Say My Name,Destiny's Child
6/10/2000,10,You Sang To Me,Marc Anthony
6/10/2000,11,Bent,Matchbox Twenty
6/10/2000,12,I Turn To You,Christina Aguilera
6/10/2000,13,There You Go,P!nk
6/10/2000,14,Back Here,BBmak
6/10/2000,15,It's Gonna Be Me,NSync
6/10/2000,16,Otherside,Red Hot Chili Peppers
6/10/2000,17,Swear It Again,Westlife
6/10/2000,18,The Real Slim Shady,Eminem
6/10/2000,19,He Wasn't Man Enough,Toni Braxton
6/10/2000,20,I Wanna Know,JOE
6/10/2000,21,Bye Bye Bye,NSync
6/10/2000,22,Try Again,Aaliyah
6/10/2000,23,It Feels So Good,Sonique
6/10/2000,24,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
6/10/2000,25,Crash And Burn,Savage Garden
6/10/2000,26,Graduation (friends Forever),Vitamin C
6/10/2000,27,The One,Backstreet Boys
6/10/2000,28,Absolutely (story Of A Girl),Nine Days
6/10/2000,29,(Hot S**t) Country Grammar,Nelly
6/10/2000,30,Mirror Mirror,M2M
6/10/2000,31,From The Bottom Of My Broken Heart,Britney Spears
6/10/2000,32,Better Off Alone,Alice Deejay
6/10/2000,33,Monica,Before Dark
6/10/2000,34,Shackles (praise You),Mary Mary
6/10/2000,35,Only God Knows Why,Kid Rock
6/10/2000,36,Yes!,Chad Brock
6/10/2000,37,Feelin' So Good,Jennifer Lopez
6/10/2000,38,Separated,Avant
6/10/2000,39,Purest Of Pain (a Puro Dolor),Son By Four
6/10/2000,40,I Don't Wanna Kiss You Goodnight,LFO
6/17/2000,1,Oops!...I Did It Again,Britney Spears
6/17/2000,2,Be With You,Enrique Iglesias
6/17/2000,3,Everything You Want,Vertical Horizon
6/17/2000,4,It's Gonna Be Me,NSync
6/17/2000,5,Higher,Creed
6/17/2000,6,I Try,Macy Gray
6/17/2000,7,Maria Maria,Santana &amp; The Product G&amp;B
6/17/2000,8,Breathe,Faith Hill
6/17/2000,9,Thong Song,Sisqo
6/17/2000,10,Bent,Matchbox Twenty
6/17/2000,11,There You Go,P!nk
6/17/2000,12,Say My Name,Destiny's Child
6/17/2000,13,I Turn To You,Christina Aguilera
6/17/2000,14,Back Here,BBmak
6/17/2000,15,You Sang To Me,Marc Anthony
6/17/2000,16,Try Again,Aaliyah
6/17/2000,17,The Real Slim Shady,Eminem
6/17/2000,18,I Wanna Know,JOE
6/17/2000,19,Swear It Again,Westlife
6/17/2000,20,He Wasn't Man Enough,Toni Braxton
6/17/2000,21,The One,Backstreet Boys
6/17/2000,22,Otherside,Red Hot Chili Peppers
6/17/2000,23,Broadway,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
6/17/2000,24,Absolutely (story Of A Girl),Nine Days
6/17/2000,25,Graduation (friends Forever),Vitamin C
6/17/2000,26,Crybaby,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
6/17/2000,27,Better Off Alone,Alice Deejay
6/17/2000,28,Crash And Burn,Savage Garden
6/17/2000,29,Mirror Mirror,M2M
6/17/2000,30,(Hot S**t) Country Grammar,Nelly
6/17/2000,31,Monica,Before Dark
6/17/2000,32,From The Bottom Of My Broken Heart,Britney Spears
6/17/2000,33,Shackles (praise You),Mary Mary
6/17/2000,34,Bye Bye Bye,NSync
6/17/2000,35,Purest Of Pain (a Puro Dolor),Son By Four
6/17/2000,36,Separated,Avant
6/17/2000,37,Only God Knows Why,Kid Rock
6/17/2000,38,Yes!,Chad Brock
6/17/2000,39,Feelin' So Good,Jennifer Lopez
6/17/2000,40,I Wanna Be With You,Mandy Moore
6/24/2000,1,It's Gonna Be Me,NSync
6/24/2000,2,Oops!...I Did It Again,Britney Spears
6/24/2000,3,Be With You,Enrique Iglesias
6/24/2000,4,Higher,Creed
6/24/2000,5,Everything You Want,Vertical Horizon
6/24/2000,6,I Turn To You,Christina Aguilera
6/24/2000,7,Bent,Matchbox Twenty
6/24/2000,8,There You Go,P!nk
6/24/2000,9,I Try,Macy Gray
6/24/2000,10,Maria Maria,Santana &amp; The Product G&amp;B
6/24/2000,11,Back Here,BBmak
6/24/2000,12,Thong Song,Sisqo
6/24/2000,13,Try Again,Aaliyah
6/24/2000,14,I Wanna Know,JOE
6/24/2000,15,Breathe,Faith Hill
