week,position,song,artist
1999-10-18 00:00:00,6,Scar Tissue,Red Hot Chili Peppers
1999-10-18 00:00:00,7,She's All I Ever Had,Ricky Martin
1999-10-18 00:00:00,8,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-10-18 00:00:00,9,Bailamos,Enrique Iglesias
1999-10-18 00:00:00,10,Steal My Sunshine,Len
1999-10-18 00:00:00,11,I Do (Cherish You),98 Degrees
1999-10-18 00:00:00,12,All Star,Smash Mouth
1999-10-18 00:00:00,13,I Need To Know,Marc Anthony
1999-10-18 00:00:00,14,(You Drive Me) Crazy,Britney Spears
1999-10-18 00:00:00,15,Black Balloon,Goo Goo Dolls
1999-10-18 00:00:00,16,She's So High,Tal Bachman
1999-10-18 00:00:00,17,Where My Girls At?,702
1999-10-18 00:00:00,18,Music Of My Heart,'N Sync &amp; Gloria Estefan
1999-10-18 00:00:00,19,Larger Than Life,Backstreet Boys
1999-10-18 00:00:00,20,Candy,Mandy Moore
1999-10-18 00:00:00,21,There She Goes,Sixpence None The Richer
1999-10-18 00:00:00,22,My Love Is Your Love,Whitney Houston
1999-10-18 00:00:00,23,Man! I Feel Like A Woman!,Shania Twain
1999-10-18 00:00:00,24,Satisfy You,Puff Daddy &amp; R. Kelly
1999-10-18 00:00:00,25,Summer Girls,LFO
1999-10-18 00:00:00,26,Back At One,Brian McKnight
1999-10-18 00:00:00,27,We Can't Be Friends,Deborah Cox With R.l.
1999-10-18 00:00:00,28,If I Could Turn Back The Hands Of Time,R. Kelly
1999-10-18 00:00:00,29,Last Kiss,Pearl Jam
1999-10-18 00:00:00,30,Waiting For Tonight,Jennifer Lopez
1999-10-18 00:00:00,31,I Want It All,Warren G &amp; Mack 10
1999-10-18 00:00:00,32,Lost In You,Garth Brooks As Chris Gaines
1999-10-18 00:00:00,33,Stay The Night,IMX
1999-10-18 00:00:00,34,Get Gone,Ideal
1999-10-18 00:00:00,35,I Wanna Love You Forever,Jessica Simpson
1999-10-18 00:00:00,36,If You Had My Love,Jennifer Lopez
1999-10-18 00:00:00,37,Spend My Life With You,Eric Benet &amp; Tamia
1999-10-18 00:00:00,38,Meet Virginia,Train
1999-10-18 00:00:00,39,What's My Age Again?,Blink 182
1999-10-18 00:00:00,40,Out Of My Head,Fastball
1999-10-25 00:00:00,1,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-10-25 00:00:00,2,Smooth,Santana &amp; Rob Thomas
1999-10-25 00:00:00,3,Unpretty,TLC
1999-10-25 00:00:00,4,Steal My Sunshine,Len
1999-10-25 00:00:00,5,Genie In A Bottle,Christina Aguilera
1999-10-25 00:00:00,6,Scar Tissue,Red Hot Chili Peppers
1999-10-25 00:00:00,7,Someday,Sugar Ray
1999-10-25 00:00:00,8,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-10-25 00:00:00,9,I Need To Know,Marc Anthony
1999-10-25 00:00:00,10,She's All I Ever Had,Ricky Martin
1999-10-25 00:00:00,11,(You Drive Me) Crazy,Britney Spears
1999-10-25 00:00:00,12,I Do (Cherish You),98 Degrees
1999-10-25 00:00:00,13,All Star,Smash Mouth
1999-10-25 00:00:00,14,Larger Than Life,Backstreet Boys
1999-10-25 00:00:00,15,Black Balloon,Goo Goo Dolls
1999-10-25 00:00:00,16,Where My Girls At?,702
1999-10-25 00:00:00,17,She's So High,Tal Bachman
1999-10-25 00:00:00,18,Music Of My Heart,'N Sync &amp; Gloria Estefan
1999-10-25 00:00:00,19,Bailamos,Enrique Iglesias
1999-10-25 00:00:00,20,Waiting For Tonight,Jennifer Lopez
1999-10-25 00:00:00,21,Candy,Mandy Moore
1999-10-25 00:00:00,22,There She Goes,Sixpence None The Richer
1999-10-25 00:00:00,23,Satisfy You,Puff Daddy &amp; R. Kelly
1999-10-25 00:00:00,24,Back At One,Brian McKnight
1999-10-25 00:00:00,25,Man! I Feel Like A Woman!,Shania Twain
1999-10-25 00:00:00,26,My Love Is Your Love,Whitney Houston
1999-10-25 00:00:00,27,We Can't Be Friends,Deborah Cox With R.l.
1999-10-25 00:00:00,28,If I Could Turn Back The Hands Of Time,R. Kelly
1999-10-25 00:00:00,29,I Want It All,Warren G &amp; Mack 10
1999-10-25 00:00:00,30,I Wanna Love You Forever,Jessica Simpson
1999-10-25 00:00:00,31,Get Gone,Ideal
1999-10-25 00:00:00,32,U Know What's Up,Donell Jones
1999-10-25 00:00:00,33,Summer Girls,LFO
1999-10-25 00:00:00,34,Stay The Night,IMX
1999-10-25 00:00:00,35,Meet Virginia,Train
1999-10-25 00:00:00,36,Last Kiss,Pearl Jam
1999-10-25 00:00:00,37,Lost In You,Garth Brooks As Chris Gaines
1999-10-25 00:00:00,38,15 Minutes,Marc Nelson
1999-10-25 00:00:00,39,American Woman,Lenny Kravitz
1999-10-25 00:00:00,40,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-11-01 00:00:00,1,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-11-01 00:00:00,2,Smooth,Santana &amp; Rob Thomas
1999-11-01 00:00:00,3,Unpretty,TLC
1999-11-01 00:00:00,4,Steal My Sunshine,Len
1999-11-01 00:00:00,5,Scar Tissue,Red Hot Chili Peppers
1999-11-01 00:00:00,6,I Need To Know,Marc Anthony
1999-11-01 00:00:00,7,(You Drive Me) Crazy,Britney Spears
1999-11-01 00:00:00,8,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-11-01 00:00:00,9,Someday,Sugar Ray
1999-11-01 00:00:00,10,Genie In A Bottle,Christina Aguilera
1999-11-01 00:00:00,11,I Do (Cherish You),98 Degrees
1999-11-01 00:00:00,12,Larger Than Life,Backstreet Boys
1999-11-01 00:00:00,13,She's All I Ever Had,Ricky Martin
1999-11-01 00:00:00,14,Where My Girls At?,702
1999-11-01 00:00:00,15,All Star,Smash Mouth
1999-11-01 00:00:00,16,Waiting For Tonight,Jennifer Lopez
1999-11-01 00:00:00,17,There She Goes,Sixpence None The Richer
1999-11-01 00:00:00,18,Satisfy You,Puff Daddy &amp; R. Kelly
1999-11-01 00:00:00,19,Back At One,Brian McKnight
1999-11-01 00:00:00,20,She's So High,Tal Bachman
1999-11-01 00:00:00,21,Black Balloon,Goo Goo Dolls
1999-11-01 00:00:00,22,Candy,Mandy Moore
1999-11-01 00:00:00,23,Man! I Feel Like A Woman!,Shania Twain
1999-11-01 00:00:00,24,Music Of My Heart,'N Sync &amp; Gloria Estefan
1999-11-01 00:00:00,25,Bailamos,Enrique Iglesias
1999-11-01 00:00:00,26,My Love Is Your Love,Whitney Houston
1999-11-01 00:00:00,27,I Wanna Love You Forever,Jessica Simpson
1999-11-01 00:00:00,28,We Can't Be Friends,Deborah Cox With R.l.
1999-11-01 00:00:00,29,If I Could Turn Back The Hands Of Time,R. Kelly
1999-11-01 00:00:00,30,U Know What's Up,Donell Jones
1999-11-01 00:00:00,31,I Want It All,Warren G &amp; Mack 10
1999-11-01 00:00:00,32,I Knew I Loved You,Savage Garden
1999-11-01 00:00:00,33,Get Gone,Ideal
1999-11-01 00:00:00,34,Stay The Night,IMX
1999-11-01 00:00:00,35,Meet Virginia,Train
1999-11-01 00:00:00,36,Lost In You,Garth Brooks As Chris Gaines
1999-11-01 00:00:00,37,American Woman,Lenny Kravitz
1999-11-01 00:00:00,38,Back That Thang Up,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://www.top40-charts.com/html/songs/song-1826-cover.jpg"" width=""75""/>"
1999-11-01 00:00:00,39,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-11-01 00:00:00,40,If You Love Me,Mint Condition
1999-11-08 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-11-08 00:00:00,2,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-11-08 00:00:00,3,Steal My Sunshine,Len
1999-11-08 00:00:00,4,Unpretty,TLC
1999-11-08 00:00:00,5,(You Drive Me) Crazy,Britney Spears
1999-11-08 00:00:00,6,I Need To Know,Marc Anthony
1999-11-08 00:00:00,7,Scar Tissue,Red Hot Chili Peppers
1999-11-08 00:00:00,8,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-11-08 00:00:00,9,Someday,Sugar Ray
1999-11-08 00:00:00,10,Genie In A Bottle,Christina Aguilera
1999-11-08 00:00:00,11,Larger Than Life,Backstreet Boys
1999-11-08 00:00:00,12,Where My Girls At?,702
1999-11-08 00:00:00,13,Waiting For Tonight,Jennifer Lopez
1999-11-08 00:00:00,14,I Do (Cherish You),98 Degrees
1999-11-08 00:00:00,15,Back At One,Brian McKnight
1999-11-08 00:00:00,16,All Star,Smash Mouth
1999-11-08 00:00:00,17,Satisfy You,Puff Daddy &amp; R. Kelly
1999-11-08 00:00:00,18,There She Goes,Sixpence None The Richer
1999-11-08 00:00:00,19,Candy,Mandy Moore
1999-11-08 00:00:00,20,She's So High,Tal Bachman
1999-11-08 00:00:00,21,Man! I Feel Like A Woman!,Shania Twain
1999-11-08 00:00:00,22,I Knew I Loved You,Savage Garden
1999-11-08 00:00:00,23,She's All I Ever Had,Ricky Martin
1999-11-08 00:00:00,24,My Love Is Your Love,Whitney Houston
1999-11-08 00:00:00,25,Get Gone,Ideal
1999-11-08 00:00:00,26,I Wanna Love You Forever,Jessica Simpson
1999-11-08 00:00:00,27,Black Balloon,Goo Goo Dolls
1999-11-08 00:00:00,28,U Know What's Up,Donell Jones
1999-11-08 00:00:00,29,Bailamos,Enrique Iglesias
1999-11-08 00:00:00,30,We Can't Be Friends,Deborah Cox With R.l.
1999-11-08 00:00:00,31,If I Could Turn Back The Hands Of Time,R. Kelly
1999-11-08 00:00:00,32,I Want It All,Warren G &amp; Mack 10
1999-11-08 00:00:00,33,Stay The Night,IMX
1999-11-08 00:00:00,34,Meet Virginia,Train
1999-11-08 00:00:00,35,American Woman,Lenny Kravitz
1999-11-08 00:00:00,36,If You Love Me,Mint Condition
1999-11-08 00:00:00,37,Music Of My Heart,'N Sync &amp; Gloria Estefan
1999-11-08 00:00:00,38,Back That Thang Up,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://www.top40-charts.com/html/songs/song-1826-cover.jpg"" width=""75""/>"
1999-11-08 00:00:00,39,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-11-08 00:00:00,40,15 Minutes,Marc Nelson
1999-11-15 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-11-15 00:00:00,2,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-11-15 00:00:00,3,Steal My Sunshine,Len
1999-11-15 00:00:00,4,I Need To Know,Marc Anthony
1999-11-15 00:00:00,5,Unpretty,TLC
1999-11-15 00:00:00,6,(You Drive Me) Crazy,Britney Spears
1999-11-15 00:00:00,7,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-11-15 00:00:00,8,Scar Tissue,Red Hot Chili Peppers
1999-11-15 00:00:00,9,Waiting For Tonight,Jennifer Lopez
1999-11-15 00:00:00,10,Someday,Sugar Ray
1999-11-15 00:00:00,11,Genie In A Bottle,Christina Aguilera
1999-11-15 00:00:00,12,Back At One,Brian McKnight
1999-11-15 00:00:00,13,Where My Girls At?,702
1999-11-15 00:00:00,14,My Love Is Your Love,Whitney Houston
1999-11-15 00:00:00,15,Larger Than Life,Backstreet Boys
1999-11-15 00:00:00,16,I Knew I Loved You,Savage Garden
1999-11-15 00:00:00,17,I Wanna Love You Forever,Jessica Simpson
1999-11-15 00:00:00,18,I Do (Cherish You),98 Degrees
1999-11-15 00:00:00,19,Satisfy You,Puff Daddy &amp; R. Kelly
1999-11-15 00:00:00,20,Man! I Feel Like A Woman!,Shania Twain
1999-11-15 00:00:00,21,Will 2k,Will Smith &amp; K-Ci
1999-11-15 00:00:00,22,All Star,Smash Mouth
1999-11-15 00:00:00,23,Candy,Mandy Moore
1999-11-15 00:00:00,24,There She Goes,Sixpence None The Richer
1999-11-15 00:00:00,25,Get Gone,Ideal
1999-11-15 00:00:00,26,U Know What's Up,Donell Jones
1999-11-15 00:00:00,27,She's So High,Tal Bachman
1999-11-15 00:00:00,28,Meet Virginia,Train
1999-11-15 00:00:00,29,If I Could Turn Back The Hands Of Time,R. Kelly
1999-11-15 00:00:00,30,Then The Morning Comes,Smash Mouth
1999-11-15 00:00:00,31,I Want It All,Warren G &amp; Mack 10
1999-11-15 00:00:00,32,Girl On Tv,LFO
1999-11-15 00:00:00,33,If You Love Me,Mint Condition
1999-11-15 00:00:00,34,Don't Say You Love Me,M2M
1999-11-15 00:00:00,35,She's All I Ever Had,Ricky Martin
1999-11-15 00:00:00,36,Stay The Night,IMX
1999-11-15 00:00:00,37,Music Of My Heart,'N Sync &amp; Gloria Estefan
1999-11-15 00:00:00,38,Black Balloon,Goo Goo Dolls
1999-11-15 00:00:00,39,American Woman,Lenny Kravitz
1999-11-15 00:00:00,40,Back That Thang Up,"<img border=""0"" class=""lazyimg"" height=""75"" src=""https://top40-charts.com/thumb.php?x=75&amp;i=https://www.top40-charts.com/html/songs/song-1826-cover.jpg"" width=""75""/>"
1999-11-22 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-11-22 00:00:00,2,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-11-22 00:00:00,3,I Need To Know,Marc Anthony
1999-11-22 00:00:00,4,Steal My Sunshine,Len
1999-11-22 00:00:00,5,Unpretty,TLC
1999-11-22 00:00:00,6,(You Drive Me) Crazy,Britney Spears
1999-11-22 00:00:00,7,Waiting For Tonight,Jennifer Lopez
1999-11-22 00:00:00,8,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-11-22 00:00:00,9,Back At One,Brian McKnight
1999-11-22 00:00:00,10,My Love Is Your Love,Whitney Houston
1999-11-22 00:00:00,11,Scar Tissue,Red Hot Chili Peppers
1999-11-22 00:00:00,12,Someday,Sugar Ray
1999-11-22 00:00:00,13,I Knew I Loved You,Savage Garden
1999-11-22 00:00:00,14,I Wanna Love You Forever,Jessica Simpson
1999-11-22 00:00:00,15,Genie In A Bottle,Christina Aguilera
1999-11-22 00:00:00,16,Where My Girls At?,702
1999-11-22 00:00:00,17,Larger Than Life,Backstreet Boys
1999-11-22 00:00:00,18,Will 2k,Will Smith &amp; K-Ci
1999-11-22 00:00:00,19,I Do (Cherish You),98 Degrees
1999-11-22 00:00:00,20,Then The Morning Comes,Smash Mouth
1999-11-22 00:00:00,21,Satisfy You,Puff Daddy &amp; R. Kelly
1999-11-22 00:00:00,22,U Know What's Up,Donell Jones
1999-11-22 00:00:00,23,Meet Virginia,Train
1999-11-22 00:00:00,24,Candy,Mandy Moore
1999-11-22 00:00:00,25,Girl On Tv,LFO
1999-11-22 00:00:00,26,There She Goes,Sixpence None The Richer
1999-11-22 00:00:00,27,Get Gone,Ideal
1999-11-22 00:00:00,28,Don't Say You Love Me,M2M
1999-11-22 00:00:00,29,If I Could Turn Back The Hands Of Time,R. Kelly
1999-11-22 00:00:00,30,American Woman,Lenny Kravitz
1999-11-22 00:00:00,31,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-11-22 00:00:00,32,Man! I Feel Like A Woman!,Shania Twain
1999-11-22 00:00:00,33,Bring It All To Me,Blaque
1999-11-22 00:00:00,34,All Star,Smash Mouth
1999-11-22 00:00:00,35,Stay The Night,IMX
1999-11-22 00:00:00,36,If You Love Me,Mint Condition
1999-11-22 00:00:00,37,I Want It All,Warren G &amp; Mack 10
1999-11-22 00:00:00,38,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-11-22 00:00:00,39,Angels,Robbie Williams
1999-11-22 00:00:00,40,15 Minutes,Marc Nelson
1999-11-29 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-11-29 00:00:00,2,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-11-29 00:00:00,3,Waiting For Tonight,Jennifer Lopez
1999-11-29 00:00:00,4,I Need To Know,Marc Anthony
1999-11-29 00:00:00,5,Steal My Sunshine,Len
1999-11-29 00:00:00,6,Unpretty,TLC
1999-11-29 00:00:00,7,I Knew I Loved You,Savage Garden
1999-11-29 00:00:00,8,My Love Is Your Love,Whitney Houston
1999-11-29 00:00:00,9,Back At One,Brian McKnight
1999-11-29 00:00:00,10,(You Drive Me) Crazy,Britney Spears
1999-11-29 00:00:00,11,I Wanna Love You Forever,Jessica Simpson
1999-11-29 00:00:00,12,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-11-29 00:00:00,13,Where My Girls At?,702
1999-11-29 00:00:00,14,Will 2k,Will Smith &amp; K-Ci
1999-11-29 00:00:00,15,Then The Morning Comes,Smash Mouth
1999-11-29 00:00:00,16,Someday,Sugar Ray
1999-11-29 00:00:00,17,Larger Than Life,Backstreet Boys
1999-11-29 00:00:00,18,Scar Tissue,Red Hot Chili Peppers
1999-11-29 00:00:00,19,Genie In A Bottle,Christina Aguilera
1999-11-29 00:00:00,20,Meet Virginia,Train
1999-11-29 00:00:00,21,U Know What's Up,Donell Jones
1999-11-29 00:00:00,22,Girl On Tv,LFO
1999-11-29 00:00:00,23,I Do (Cherish You),98 Degrees
1999-11-29 00:00:00,24,Satisfy You,Puff Daddy &amp; R. Kelly
1999-11-29 00:00:00,25,Bring It All To Me,Blaque
1999-11-29 00:00:00,26,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-11-29 00:00:00,27,Candy,Mandy Moore
1999-11-29 00:00:00,28,Don't Say You Love Me,M2M
1999-11-29 00:00:00,29,Shake Your Bon-Bon,Ricky Martin
1999-11-29 00:00:00,30,Get Gone,Ideal
1999-11-29 00:00:00,31,Stay The Night,IMX
1999-11-29 00:00:00,32,American Woman,Lenny Kravitz
1999-11-29 00:00:00,33,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-11-29 00:00:00,34,15 Minutes,Marc Nelson
1999-11-29 00:00:00,35,If You Love Me,Mint Condition
1999-11-29 00:00:00,36,If I Could Turn Back The Hands Of Time,R. Kelly
1999-11-29 00:00:00,37,Hanginaround,Counting Crows
1999-11-29 00:00:00,38,24/7,Kevon Edmonds
1999-11-29 00:00:00,39,There She Goes,Sixpence None The Richer
1999-11-29 00:00:00,40,I Want It All,Warren G &amp; Mack 10
1999-12-06 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-12-06 00:00:00,2,Waiting For Tonight,Jennifer Lopez
1999-12-06 00:00:00,3,I Need To Know,Marc Anthony
1999-12-06 00:00:00,4,I Knew I Loved You,Savage Garden
1999-12-06 00:00:00,5,Back At One,Brian McKnight
1999-12-06 00:00:00,6,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-12-06 00:00:00,7,My Love Is Your Love,Whitney Houston
1999-12-06 00:00:00,8,Steal My Sunshine,Len
1999-12-06 00:00:00,9,Unpretty,TLC
1999-12-06 00:00:00,10,I Wanna Love You Forever,Jessica Simpson
1999-12-06 00:00:00,11,(You Drive Me) Crazy,Britney Spears
1999-12-06 00:00:00,12,Then The Morning Comes,Smash Mouth
1999-12-06 00:00:00,13,Where My Girls At?,702
1999-12-06 00:00:00,14,Meet Virginia,Train
1999-12-06 00:00:00,15,Will 2k,Will Smith &amp; K-Ci
1999-12-06 00:00:00,16,Girl On Tv,LFO
1999-12-06 00:00:00,17,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-12-06 00:00:00,18,U Know What's Up,Donell Jones
1999-12-06 00:00:00,19,Scar Tissue,Red Hot Chili Peppers
1999-12-06 00:00:00,20,Someday,Sugar Ray
1999-12-06 00:00:00,21,Larger Than Life,Backstreet Boys
1999-12-06 00:00:00,22,Bring It All To Me,Blaque
1999-12-06 00:00:00,23,What A Girl Wants,Christina Aguilera
1999-12-06 00:00:00,24,Shake Your Bon-Bon,Ricky Martin
1999-12-06 00:00:00,25,Genie In A Bottle,Christina Aguilera
1999-12-06 00:00:00,26,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-12-06 00:00:00,27,Satisfy You,Puff Daddy &amp; R. Kelly
1999-12-06 00:00:00,28,Hanginaround,Counting Crows
1999-12-06 00:00:00,29,Don't Say You Love Me,M2M
1999-12-06 00:00:00,30,American Woman,Lenny Kravitz
1999-12-06 00:00:00,31,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-12-06 00:00:00,32,Stay The Night,IMX
1999-12-06 00:00:00,33,24/7,Kevon Edmonds
1999-12-06 00:00:00,34,15 Minutes,Marc Nelson
1999-12-06 00:00:00,35,Get Gone,Ideal
1999-12-06 00:00:00,36,I Do (Cherish You),98 Degrees
1999-12-06 00:00:00,37,If You Love Me,Mint Condition
1999-12-06 00:00:00,38,He Can't Love You,Jagged Edge
1999-12-06 00:00:00,39,Candy,Mandy Moore
1999-12-06 00:00:00,40,If I Could Turn Back The Hands Of Time,R. Kelly
1999-12-13 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-12-13 00:00:00,2,I Knew I Loved You,Savage Garden
1999-12-13 00:00:00,3,Back At One,Brian McKnight
1999-12-13 00:00:00,4,I Need To Know,Marc Anthony
1999-12-13 00:00:00,5,Waiting For Tonight,Jennifer Lopez
1999-12-13 00:00:00,6,My Love Is Your Love,Whitney Houston
1999-12-13 00:00:00,7,I Wanna Love You Forever,Jessica Simpson
1999-12-13 00:00:00,8,Steal My Sunshine,Len
1999-12-13 00:00:00,9,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-12-13 00:00:00,10,Unpretty,TLC
1999-12-13 00:00:00,11,Then The Morning Comes,Smash Mouth
1999-12-13 00:00:00,12,What A Girl Wants,Christina Aguilera
1999-12-13 00:00:00,13,Where My Girls At?,702
1999-12-13 00:00:00,14,Meet Virginia,Train
1999-12-13 00:00:00,15,Bring It All To Me,Blaque
1999-12-13 00:00:00,16,(You Drive Me) Crazy,Britney Spears
1999-12-13 00:00:00,17,Girl On Tv,LFO
1999-12-13 00:00:00,18,U Know What's Up,Donell Jones
1999-12-13 00:00:00,19,Shake Your Bon-Bon,Ricky Martin
1999-12-13 00:00:00,20,Will 2k,Will Smith &amp; K-Ci
1999-12-13 00:00:00,21,Larger Than Life,Backstreet Boys
1999-12-13 00:00:00,22,Learn To Fly,Foo Fighters
1999-12-13 00:00:00,23,Hanginaround,Counting Crows
1999-12-13 00:00:00,24,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-12-13 00:00:00,25,Someday,Sugar Ray
1999-12-13 00:00:00,26,That's The Way It Is,Celine Dion
1999-12-13 00:00:00,27,Scar Tissue,Red Hot Chili Peppers
1999-12-13 00:00:00,28,24/7,Kevon Edmonds
1999-12-13 00:00:00,29,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-12-13 00:00:00,30,Don't Say You Love Me,M2M
1999-12-13 00:00:00,31,15 Minutes,Marc Nelson
1999-12-13 00:00:00,32,He Can't Love You,Jagged Edge
1999-12-13 00:00:00,33,Heartbreaker,Mariah Carey &amp; Jay-Z
1999-12-13 00:00:00,34,Stay The Night,IMX
1999-12-13 00:00:00,35,Blue (da Ba Dee),Eiffel 65
1999-12-13 00:00:00,36,American Woman,Lenny Kravitz
1999-12-13 00:00:00,37,You Can Do It,Ice Cube
1999-12-13 00:00:00,38,Get Gone,Ideal
1999-12-13 00:00:00,39,Satisfy You,Puff Daddy &amp; R. Kelly
1999-12-13 00:00:00,40,The Christmas Song,Christina Aguilera
1999-12-20 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-12-20 00:00:00,2,I Knew I Loved You,Savage Garden
1999-12-20 00:00:00,3,Back At One,Brian McKnight
1999-12-20 00:00:00,4,I Need To Know,Marc Anthony
1999-12-20 00:00:00,5,Waiting For Tonight,Jennifer Lopez
1999-12-20 00:00:00,6,My Love Is Your Love,Whitney Houston
1999-12-20 00:00:00,7,I Wanna Love You Forever,Jessica Simpson
1999-12-20 00:00:00,8,What A Girl Wants,Christina Aguilera
1999-12-20 00:00:00,9,Steal My Sunshine,Len
1999-12-20 00:00:00,10,Then The Morning Comes,Smash Mouth
1999-12-20 00:00:00,11,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-12-20 00:00:00,12,Bring It All To Me,Blaque
1999-12-20 00:00:00,13,Meet Virginia,Train
1999-12-20 00:00:00,14,Unpretty,TLC
1999-12-20 00:00:00,15,Girl On Tv,LFO
1999-12-20 00:00:00,16,Blue (da Ba Dee),Eiffel 65
1999-12-20 00:00:00,17,Shake Your Bon-Bon,Ricky Martin
1999-12-20 00:00:00,18,U Know What's Up,Donell Jones
1999-12-20 00:00:00,19,Where My Girls At?,702
1999-12-20 00:00:00,20,Learn To Fly,Foo Fighters
1999-12-20 00:00:00,21,(You Drive Me) Crazy,Britney Spears
1999-12-20 00:00:00,22,Hanginaround,Counting Crows
1999-12-20 00:00:00,23,That's The Way It Is,Celine Dion
1999-12-20 00:00:00,24,Will 2k,Will Smith &amp; K-Ci
1999-12-20 00:00:00,25,Larger Than Life,Backstreet Boys
1999-12-20 00:00:00,26,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-12-20 00:00:00,27,24/7,Kevon Edmonds
1999-12-20 00:00:00,28,He Can't Love You,Jagged Edge
1999-12-20 00:00:00,29,"4,5,6",Sole Featuring J.t. Money And Kandi
1999-12-20 00:00:00,30,Don't Say You Love Me,M2M
1999-12-20 00:00:00,31,The Christmas Song,Christina Aguilera
1999-12-20 00:00:00,32,Dancin',Guy
1999-12-20 00:00:00,33,Stay The Night,IMX
1999-12-20 00:00:00,34,15 Minutes,Marc Nelson
1999-12-20 00:00:00,35,The Rhythm Divine,Enrique Iglesias
1999-12-20 00:00:00,36,You Can Do It,Ice Cube
1999-12-20 00:00:00,37,American Woman,Lenny Kravitz
1999-12-20 00:00:00,38,Caught Out There,Kelis
1999-12-20 00:00:00,39,If You Love Me,Mint Condition
1999-12-20 00:00:00,40,The Rockafeller Skank,Fatboy Slim
1999-12-27 00:00:00,1,Smooth,Santana &amp; Rob Thomas
1999-12-27 00:00:00,2,I Knew I Loved You,Savage Garden
1999-12-27 00:00:00,3,Back At One,Brian McKnight
1999-12-27 00:00:00,4,I Need To Know,Marc Anthony
1999-12-27 00:00:00,5,My Love Is Your Love,Whitney Houston
1999-12-27 00:00:00,6,What A Girl Wants,Christina Aguilera
1999-12-27 00:00:00,7,I Wanna Love You Forever,Jessica Simpson
1999-12-27 00:00:00,8,Waiting For Tonight,Jennifer Lopez
1999-12-27 00:00:00,9,Then The Morning Comes,Smash Mouth
1999-12-27 00:00:00,10,Bring It All To Me,Blaque
1999-12-27 00:00:00,11,Steal My Sunshine,Len
1999-12-27 00:00:00,12,Meet Virginia,Train
1999-12-27 00:00:00,13,Mambo No.5 (a Little Bit Of...),Lou Bega
1999-12-27 00:00:00,14,Girl On Tv,LFO
1999-12-27 00:00:00,15,Blue (da Ba Dee),Eiffel 65
1999-12-27 00:00:00,16,Unpretty,TLC
1999-12-27 00:00:00,17,That's The Way It Is,Celine Dion
1999-12-27 00:00:00,18,U Know What's Up,Donell Jones
1999-12-27 00:00:00,19,Shake Your Bon-Bon,Ricky Martin
1999-12-27 00:00:00,20,Learn To Fly,Foo Fighters
1999-12-27 00:00:00,21,Hanginaround,Counting Crows
1999-12-27 00:00:00,22,(You Drive Me) Crazy,Britney Spears
1999-12-27 00:00:00,23,Hot Boyz,Missy 'Misdemeanor' Elliott
1999-12-27 00:00:00,24,Will 2k,Will Smith &amp; K-Ci
1999-12-27 00:00:00,25,Where My Girls At?,702
1999-12-27 00:00:00,26,The Rhythm Divine,Enrique Iglesias
1999-12-27 00:00:00,27,Larger Than Life,Backstreet Boys
1999-12-27 00:00:00,28,The Christmas Song,Christina Aguilera
1999-12-27 00:00:00,29,24/7,Kevon Edmonds
1999-12-27 00:00:00,30,He Can't Love You,Jagged Edge
1999-12-27 00:00:00,31,Don't Say You Love Me,M2M
